"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Dominican Republic","DOM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","471500100","483100200","620500000","706700100","782100300","689800000","787700000","831100000","876500000","970200000","1177336895.9","1361405507","1484931244","1736547483.4","2224775490.6","2615760853.1","3189755694","3728679026.8","3845300030","4220633640","5519883259","5710238062.4","6575024940.5","7293007093.5629","9610092007.24761","4046597782.11097","4694439678.29167","4670600174.39745","4064459332.28712","5311405744.98874","5779284464.27839","8086437553.18143","9564567644.15775","10593424000","11561095238.0952","13039488372.093","14161426145.4836","14936603929.8566","15582619755.2864","15793787933.3321","17424758526.5018","18030932838.0564","19090393906.6674","15431140619.6799","15813414165.8896","25805939345.1068","27123030030.03","31169164896.2007","35369223914.8966","35844133828.1575","40040383968.5587","44257733270.0039","45535684741.4559","45867947727.5352","48107141755.6943","50467974776.7233","53366022280.0421","55558807609.329","58432249233.5257","60302464971.0813","",
"Algeria","DZA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","954455316.994126","1718019586.7936","1887700546.89082","2014920297.34054","1936671041.70464","1917108606.26684","2171419051.67001","2347480018.63442","2621352676.67254","2811364837.357","3618725277.66627","4342153136.99737","5936989762.72484","7703214893.40153","8327164657.28421","10387579675.8947","12395629617.4891","14662757324.8904","17667752052.1173","19602390379.5357","20164627085.0573","21508519566.4885","27150137998.1539","30052905485.5006","36792853998.2986","38144330206.1856","35064582623.2502","34380339334.998","35264568240.6787","21907649239.4305","24853453540.0256","27440564664.8105","23640148760.6606","23024148549.1891","24752962402.9663","24785554617.2908","26501982308.1769","25095604890.7982","22776880148.8174","23929692417.2764","24965790266.3086","27473353575.8124","32900280294.7257","34841143725.8704","37105378641.2578","42730963091.1188","51614831217.0951","51533635237.4398","55309322671.6839","62432857927.2478","67195255963.8943","72685595867.9768","77764705809.3347","68225684849.6914","68018774093.3589","72426046155.233","73484152658.6621","74425460636.5159","",
"East Asia & Pacific (excluding high income)","EAP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","43964939398.4022","48244727467.3771","47241010220.588","48327935441.1252","51231033604.0013","55042490775.1532","59368721802.9766","63388171093.2572","65199423228.4212","69245350058.8895","72043803077.6762","75120197473.6424","86371160047.9852","107240518019.486","122399203995.79","135760413730.458","142616828682.406","159849504480.907","152629365218.289","174277892167.203","207393927630.98","232587566632.903","247687972476.744","249766868796.868","263636314446.685","287488449403.496","282484105478.823","266859555764.606","303122694757.292","341144170928.229","367440980786.215","391876667760.125","424835049016.127","451297988857.78","540999843382.158","677072983233.057","785765351255.597","797729907015.009","710191799296.733","807385285228.868","876874751466.229","919482787098.013","1018438258205.28","1115921380952.43","1242360160785.4","1405118692518.43","1630845519826.99","1997427742399.96","2442903245582.08","2619746504881.06","3098992854116.71","3799739716632.18","4268763171054.91","4730421168519.73","5162481329307.29","5486816581809.67","5720836695686.23","6214702217004.11","6923397245545.75","7310033111237.99","",
"Early-demographic dividend","EAR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","110957696614.644","112233429735.899","115429845553.471","121923753975.726","139497643002.429","149654673224.956","144778798427.946","152884927214.86","163007900115.036","180219833020.539","188616030294.982","204992109790.891","223303594935.671","274791212345.259","356262845099.727","382167371847.957","402801117052.232","460729893050.87","527285180649.067","627894861900.232","771308826292.031","882637314101.798","864183170932.638","884198710737.592","895781760601.564","921298578745.784","945085779517.574","939516747274.828","1011722103411.89","1014793346634.92","1195446163430.28","1285993536991.14","1429238864051.43","1545224689544.12","1612592859334.46","1630159223165.72","1761327487640.84","1884423600835.79","1887681554549.05","1995895169072.89","2116121700099.93","2115588785139.77","2041240287539.49","2236984418091.4","2522473992645.58","2871591790644.34","3218690467050.21","3822800571771.73","4260804836630.23","4197354639487.96","4973786456060.42","5555053972800.79","5888188962678.5","6099593010006","6407845762724.42","6409188100093.7","6574352631478.9","7037515841738.64","7108446008241.39","7378762741947.23","",
"East Asia & Pacific","EAS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","210461941792.704","234159684896.047","290543718813.515","378189971080.528","441134450720.021","497533782969.654","549974265894.413","651219616776.085","816702261540.638","893684226363.443","973132517375.901","1078815581265.55","1076510663754.6","1142242566496.04","1200889227993.64","1258481143249.09","1626032173468.02","1891927379471.61","2253429535866.06","2363938789464.24","2472833539061.72","2772549558242.28","3053673257863.03","3444369136891.55","3901730262078","4436802191888","4276394796553.91","4081945968614.29","3642486951390.55","4155293559199.95","4468204245385.14","4186057344452.43","4267857695315.13","4631966613742.33","5105235343412.51","5395145307310.26","5614114566807.71","6122299055720.84","6982899933958.75","7192170438069.61","8182804767096.19","9439056130081.27","10085358937460.9","10048203218937.4","10294944738985","10177434920012.8","10630130431189.3","11238480534679.2","12158478505650.2","","",
"Europe & Central Asia (excluding high income)","ECA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","501060680930.966","419855481017.257","489719774558.943","465583353721.674","380899420600.152","428535384485.651","390874046434.44","428305372931.341","434649938534.245","463839164565.759","443223129378.345","371605400762.105","385972900459.507","376204583320.626","435218776903.458","551750707492.638","720929182438.374","896429874843.892","1063565656476.15","1365015641558.38","1677815271585.41","1403848284327.19","1644041140196.71","1993101088923.94","2149756046078.21","2334662356218.25","2167071859205.04","1649960743142.77","1575360063963.1","1741307447881.86","1702989722501.59","1765995930898.54","",
"Europe & Central Asia","ECS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","583771241364.202","660708831326.407","792570295082.418","998664298889.178","1134520487913.96","1349724558200.5","1395944314831.97","1580907301355.38","1920427127251.76","2353556201301.72","2686669238442.55","2413158196276.57","2328923952354.07","2255931801749.51","2153995636545.2","2224404089370.59","3017895263953.46","3753650133483.22","4145809921145.16","4141527061231.66","5083106361492.56","5245195882568.58","5624571551558.97","5221690298486.58","5459465175677.18","6197282701715.32","6361924540644.12","6062007141829.95","6234309154862.05","6174979247065.2","5783325558546.49","5827728324788.42","6346193766097.2","7727075661077.99","8965292334745.49","9531166590109.42","10179212293962.6","11777429004154.1","12926719133829.1","11627817350736.5","11810881449565.8","12986415907537.3","12580923361422","13164633864575.9","13271004473095.8","11380495428761.6","11329523258500.2","11924521436456.3","12671521402652","12460464277382","",
"Ecuador","ECU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","1368324229.56005","1157966150.62684","1009286338.82042","1221414143.78865","1514286137.22993","1611551513.33343","1678521616.1219","1826797693.74247","1996565073.4336","2268128249.9579","2127285735.69026","2071127815.8298","2251263165.51102","2624960300.96987","3657258143.26356","4774273595.79088","5518431315.23527","6222605868.34905","6849406331.41903","8312459660.66294","10203644218.8928","12864070520.8449","12755334397.0966","10926685816.1128","10709772836.707","10742359457.4295","9597169499.17112","9247222748.69682","8126762644.94148","8859022661.10283","9553836727.17354","10951392696.3482","11567676838.4192","13525682841.4207","16117491745.8729","17664731365.6828","17723025512.7564","19817376688.3442","20293185592.7964","12779283641.8209","11836164082.041","17739886000","20799900000","23267775000","25787308000","28435896000","30880890000","33201278000","37991263000","38913285000","44012105000","48657155000","53008272000","56941887000","60012296000","60991910000","59889692000","62477987000","64202300000","64998900000","",
"Egypt, Arab Rep.","EGY","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","3319790301.44168","3591625296.78394","3865103936.31137","4182242990.65421","4462953995.15738","5358201456.92037","5797755674.57281","6292657704.23992","6770843860.53562","6173072927.48805","7689390618.14993","8746573982.12513","9377828451.14892","9863553668.89024","12269714285.7143","14989108093.16","13967567567.5676","17838669950.7389","20023282887.078","22253278864.7603","25232959899.487","26473339569.6913","28201098350.3535","24758659852.3566","27932672862.4535","30910722296.9942","27318045862.4128","30391478349.833","34513805522.2089","38701067615.6584","44795045709.2303","52034198113.2076","60530973451.3274","65053128689.4923","68062518431.1413","75737560546.015","72776280323.4501","62808988764.0449","58634615384.6154","56461038961.039","64109816971.7138","75843478260.8696","94430823117.338","117745454545.455","143938294010.889","163303085299.456","178330464716.007","225283333333.333","232976744186.047","253457675753.228","271495956873.315","276220858895.706","207737771739.13","213370849746.764","251395216400.911","",
"Euro area","EMU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","362524502991.296","411212369415.882","496817577887.994","639865350183.499","725901286869.592","864798835442.804","900500448663.559","1026740831916.89","1243100578634.2","1514204810148.45","1716072215923.95","1508545399597.39","1462000031644.61","1422225535691.82","1356199443611.49","1391482933042.19","1927903236796.58","2397189353560.71","2606410908837.3","2664740402560.52","3323561511129.58","3458398159948.36","3834469064378.9","3512073722693.79","3688319523094.08","4223807440880.6","4298892372682.67","3907983463086.25","4004725210954.55","3997650099034.63","3644194295959.09","3694520017271.36","3988820436518.04","4943927890043.85","5643556980452.57","5876327609492.84","6190020071644.6","7040181902178.56","7766700973280.89","7234462949272.21","7065952112138.68","7589827290123.4","7064984206999.02","7335357274662.87","7429627319708.23","6345739774715.6","6485212132355.09","6828922622835.98","7352431777556.91","7142051306894.35","",
"Eritrea","ERI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495952697.837802","436261760.881206","530665584.415584","545296875","636855601.176711","652036833.844914","601187098.439262","479095380.614773","506797028.571429","545755603.696008","611333223.481538","765627580.541725","1077404184.95014","1023745157.1132","1112583362.60163","1116425008.13008","1140436943.08943","1662473378.86179","1807450302.43902","2027246900.81301","","","","","","","","","",
"Spain","ESP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","26230760637.0335","29920107784.4311","37705371472.9485","49911367789.8344","62362281511.3931","73699597101.4493","77715050982.3427","85978462212.4863","102380874565.972","137998953891.919","152499825945.695","133786395746.981","128646992276.238","111088529002.32","109392830676.878","114404311154.599","157056963288.583","199179101199.299","232113730895.586","257022645115.952","329414312765.263","353866640512.41","391049392166.423","324945117008.759","327231321574.96","374841206298.372","388552476027.847","355279545454.545","369502171734.046","378310249307.479","355843007186.291","371794183445.19","413944099378.882","524513544018.059","621538366029.302","669885586369.854","727508468197.215","848393101560.361","933818661198.184","845719644345.652","825281989314.444","864781339788.472","788562309758.012","798965231392.513","812904357156.029","698950519887.062","717079436359.686","766039065127.06","827034252760.784","799084263521.567","",
"Estonia","EST","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2333395078.06298","2411753413.81358","2512511408.33989","2767242814.4102","2981917267.80884","3247729447.10201","3227076235.0937","3088522989.03529","3419356369.17017","4078425167.1847","5447058491.41825","6714668322.98137","7646132321.85052","9181307238.74043","11719352586.9149","12938877984.4734","10444231731.0364","10253340690.9401","11710611631.3666","11756067354.7751","12969928848.2961","13527417024.8185","11822268122.9679","12457357741.7651","13559536048.8283","15372982035.9663","15423717904.7294","",
"Ethiopia","ETH","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23144446011.1663","31384316099.6813","35005734129.5578","39047861935.9168","46016307027.409","49382637082.5219","54402709057.4069","55334799028.6577","65874984850.7532","",
"European Union","EUU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","409494541474.788","463095911163.769","558475119555.606","717868026446.111","813742494876.039","970778338313.532","1015391588081.73","1153777516846.44","1390867997626.93","1689252256211.63","1909101576063.9","1681859336224.27","1624820669168.04","1575151366882","1506748921696.52","1548408260068","2140956204225.08","2662518627186","2891039347436.8","2952754899900.81","3672274322557.24","3801244398406.3","4205139410679.57","3843075807351.36","4043502361344.65","4636242530013.19","4740450073752.07","4327341232918.04","4445566458604.05","4430040574443.52","4061168301058.78","4124100166072","4469095505353.32","5519621468837.46","6318622544916.73","6625185818414.75","7002614656232.33","8019519484573.69","8910820785876.42","8220148436216.81","8093512496704.78","8724099699406.14","8139045400802.59","8456213559000.71","8558947715891.61","7321095984033.39","7482555883851.61","7915926161731.77","8542690176252.93","8320493173814.21","",
"Fragile and conflict affected situations","FCS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","102481048550.127","110775425493.608","119660485281.973","110773036992.518","123205529125.255","117708450512.221","115696396852.291","126781758375.73","121464056412.238","155169629116.123","173313493130.831","178645099941.694","178105286763.037","172201404092.028","199066450141.739","198333849109.556","211843170000.364","224256228777.572","227890488609.13","239621320775.405","257845778649.645","260044601204.821","270155862732.86","320435698903.924","390536877872.892","453744387199.495","603401884654.897","726929454271.053","810390282551.246","899750813712.222","907930179423.366","1016102840164.26","1221046600024.16","1410129351884.34","1381528755745.27","1280778815660.56","1239620139890.69","1288146281226.26","","",
"Finland","FIN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","6173028029.44507","6726484796.81728","7977069113.85145","10286769877.0811","12682123838.0337","15573643122.6766","16999099861.5172","18021710196.252","19494246931.4079","23455231262.4027","27833917755.8177","27168641499.0355","27859874182.805","26802946199.8292","27386228729.719","29092478894.858","38353272343.4201","47762748545.9218","55402985074.6269","59821255369.267","70797698647.1777","67947360682.2526","60783116538.3594","48060789008.015","54290267501.4229","68380991285.403","68106393994.3049","63576909861.4134","65797730307.0761","66046239079.4801","60088446655.6108","61542729306.4877","67428006775.8329","85044018058.6908","97335485473.0569","101661484889.939","108059214653.118","124378592937.312","140347151018.017","131665740483.468","131144509660.046","146325476142.544","139593849676.747","146991502816.798","149659546181.269","127702385157.249","130726114888.856","135901775210.588","146160834905.882","141086252996.078","",
"Fiji","FJI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","702548899.755501","772263047.039551","734296439.296439","735683382.497542","733557177.166082","726513522.884882","770816488.657428","771489669.587587","764552891.001888","858693453.785478","974204875.4136","999186771.482787","1050299401.1976","1056362692.95628","1157571204.15272","1263386190.71322","1249127057.64983","1230518805.84609","894050734.85001","968927701.056052","959128065.395095","921022577.527892","972380995.930312","1182825192.53086","1338141950.37507","2293847343.91488","2348000950.8838","2453666897.34854","2737466273.45172","2166663985.86006","2271519438.93302","2551369995.60725","2663753020.94067","2766753557.07614","2815538888.67658","2684452750.55861","3038752755.21283","3265634697.00358","3372977973.28339","","",
"France","FRA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","35611510587.557","38764370887.6829","43376076788.1198","48723848683.6135","53108357318.4282","56626593338.1219","61065576171.1267","66022728206.4278","72340406557.5017","78391071011.3515","80562182591.2366","90112465964.2477","110230169050.715","141551266941.662","154058919803.601","196848707358.115","203258672493.854","223281626103.236","274087209302.326","333283996299.722","383908723998.758","345938442969.221","330196626409.821","314432395214.734","297771522930.271","313161045408.089","432472772042.807","529574375204.627","566671071467.9","566736582356.57","700662570774.605","698822229973.259","772365551425.031","732410238591.615","766717863894.14","875966618478.118","885145531478.395","786507080242.751","811048476762.286","800253569145.536","733671457527.179","744953914988.814","806513269339.356","998357787810.384","1143621802830.89","1194580276085.06","1257522268222.31","1437985217629.35","1589523949025.93","1489776326757.43","1462834758499.08","1573272724876.64","1468558906208.59","1535851952522","1549002771314.27","1317759874351.15","1341000988256.47","1400976370362.36","1502331203420.39","1458961871749.02","",
"Faroe Islands","FRO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","574080706.78128","608053094.808062","553698457.275055","580141298.601432","645787680.342508","816719036.993184","921416768.206172","1020744051.09306","1095463106.20838","1259235446.47942","1338989035.13074","1265515118.73006","1197862769.15418","1361782181.90623","1230694864.04834","1319516407.59931","1373772828.5078","1235437506.50277","1165545107.47657","1214542095.14001","1286843188.80056","","",
"Micronesia, Fed. Sts.","FSM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","89400000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","118667321.770736","134734846.774997","143634768.792846","330208801.485144","381380265.28898","506735711.322565","495081629.200414","660209243.453386","871238087.041614","1027634544.46765","1118896712.63267","1032637176.76576","989329927.016904","1011635683.99235","1063721042.36421","1078878163.19092","1612158482.62932","1693637525.93937","1832812706.29658","2299313219.05254","2960720723.58842","2403422604.33899","2774987983.76074","2118311907.66987","1803136594.30477","2047468247.91986","2229200762.22885","1792770016.72522","2089555451.81827","1995162896.94105","1630607648.03548","1811741080.01705","1990927951.2052","2429986752.82904","2731024504.20793","2877939924.71244","3110752995.25904","3677141831.00772","4216576233.18386","4246623490.78256","4404138693.9987","5021224484.69873","5055872436.59514","5680506669.1692","6278553387.26131","5442339283.5426","5671152503.79004","5967278412.35622","6513217840.60211","6358663687.82972","",
"United Kingdom","GBR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","54277883934.7687","57087042335.4804","60465185405.1788","64383051196.7731","68723591081.9006","73057628529.8966","77212842096.7826","80054607741.1589","74905289647.0415","79498039094.1165","86706361891.0487","98581357994.6459","114562020479.52","128641597256.247","141696570827.489","164966570796.46","155864950584.007","172769333682.191","218825443911.793","286744997882.253","365199860562.398","351502514067.524","334971911250.873","319100015158.405","301307141527.002","318398954055.441","403563512166.52","495250763196.601","609248002490.217","614878056282.723","728767043678.977","769186516754.85","806600256230.256","735910803839.232","790434124579.125","859086318447.215","911001560062.402","1022465618860.51","1093507784034.45","1120637437307.88","1102475412316.54","1089370951489.85","1177726318944.84","1344222040816.33","1581140607835.96","1646820000000","1737935602575.9","1978007202881.15","1877365808823.53","1558172612556.47","1590325783819.87","1709389834642.38","1746157898950.42","1806792602901.92","1974761385527.15","1888154512987.6","1753970499179.07","1733411192273.73","1873048817465.32","1833597506247.92","",
"Georgia","GEO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5220691257.6257","4172185430.46358","3133811526.09448","3052335398.59018","3491298742.49635","2744510776.10255","3259475573.89307","3581801387.28324","3039729909.12535","2272352442.5215","2767410026.29785","2558593342.98119","2642417361.20599","3205573938.57482","3955185726.21035","4686820764.60528","6602785890.81105","8098892547.14157","10938489401.6635","9625680933.85214","9940975144.47624","12424607174.622","13094592139.5264","13261632800.2886","13613127937.9283","11433657956.1979","10563780791.8198","11344331540.1474","12197861173.5922","12289947127.4973","",
"Ghana","GHA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","886658934.664582","1033735061.26771","1061749561.57307","1173807562.7945","1259251788.72584","1587021442.29853","1682270743.33675","1349888245.05235","1209980673.64742","1462958804.76658","1647299458.4503","1870841366.18795","1580280263.38004","1849295774.64789","2263975155.2795","2060106382.97872","2190677966.1017","2467714285.71429","3100523560.20942","3341025641.02564","3729564315.3527","3682150948.71215","3623716153.12792","3684898507.82852","3908855185.90998","3782146343.2991","4761389668.47748","4336680272.10884","4411649705.42365","4440198309.72903","5018567482.78478","5488269021.73913","5556627002.28833","4743277349.76888","4019327405.85774","4935183486.23853","5182990825.68807","5748688476.5625","5941631920.41523","6615837959.48987","4199378968.61809","4425089627.25115","5098566506.81474","6217276534.37933","7150688604.78043","8699193548.3871","17111554037.8101","22939601865.7517","27024430865.7227","23184097010.6762","30141056573.4266","33760717611.4692","34551024056.1127","45292797718.7847","38808706828.6957","36354247429.0637","40334984551.6395","41425481783.703","47210126338.5166","46240579541.5341","",
"Gibraltar","GIB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1357653598.0084","1447184144.11618","1810508274.38229","1697970268.60708","1783609663.73826","2047708979.97082","2343197560.97561","2345646258.5034","2512332684.8249","2751118514.82752","2974613959.46215","2833490287.77504","2857229616.30346","2685512434.10883","2302743727.86756","2196026331.17913","2353157709.48088","2392952203.48432","2672585337.83989","2167641419.10401","3835990814.58606","5893766160.36393","6178390045.07256","6281142717.52258","5480756687.24681","5544493623.28771","6102990558.54359","7129991517.78605","7267278800.85236","7543994498.12195","7181323735.12492","7679962998.95707","8750075461.73266","9911299081.78529","",
"Gambia, The","GMB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","94262320.1046664","122700628.086494","145207265.409871","151771063.33527","112669631.192845","131666302.686176","114719927.234139","96676990.0393404","178394386.091066","138173285.198556","156724598.552527","197101007.691849","214317738.277335","239681431.653763","569012687.361876","568939510.100386","672568002.282103","702464954.392703","657189516.255776","792575531.784592","664629105.311661","742982674.220857","710940842.993919","703655298.883293","558207105.155796","511842477.582866","425338255.551077","874422662.595196","955577174.772707","904413572.438956","1116936164.73823","1454326706.44004","1310894596.98849","1440025703.27003","1211479388.35429","1109171340.30196","1176742277.01515","1074841360.554","1125436164.60658","1172567776.81711","1294575089.73608","1478522547.44371","1568254645.69288","",
"Guinea-Bissau","GNB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","60369865.5060086","63222899.9954841","75197199.9946288","79820000","91050164.4736842","89881610.718792","91594086.0150822","97705673.5877097","103890489.913545","104896253.782773","","108764545.454545","125379928.136566","127802402.041027","117325603.669906","150431246.87735","116651493.436445","141983569.416545","138782349.089332","185622088.009422","211958046.602072","221668915.88184","199431374.184912","203568710.986408","209608351.492332","240677826.248179","247976893.368988","235920303.342954","208081610.904484","202839550.358284","326931858.125053","341180705.100521","357352832.121401","395958312.280759","471653319.882125","525226101.660969","554193758.307403","631210661.932079","792872834.753363","803235646.300799","852700758.67891","953241622.998986","927462455.952458","975156635.680612","906528680.588621","893972441.512913","1027509280.54004","1174671266.17156","1262467482.82688","","",
"Equatorial Guinea","GNQ","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1148532786.53249","2028210134.40492","2561650045.44442","3168660576.37103","3456464111.72878","3819019337.93498","4347586091.71465","4507994515.00256","5667313761.74429","6045775930.80649","5134187973.61419","5367384310.91437","5731427881.56926","6341663868.9953","6379804907.86983","",
"Greece","GRC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","3205073922.66687","3468363485.96267","3678402913.12377","3997486879.11589","4469045105.47923","4990515253.94844","5514191190.65991","5991492190.11947","6485514927.22194","7108626253.1612","8012818181.81818","8688715909.09091","9613875000","11997525891.8297","14640704545.4545","16605207226.3549","17688339552.2388","21529870490.2868","26376920222.6345","32118022079.1168","34337370103.9169","32304298892.9889","33543948979.5918","31006524767.8019","28999114268.4401","28461171971.3792","33859242940.6037","42144438852.5415","49096877251.9817","51738978178.7663","65181055460.0172","69811166573.1912","78968319628.173","74361868311.5339","79502348314.6068","93067745256.6554","99128462627.4066","95494903282.1665","96769901994.6962","95125495418.7087","87050726920.9508","90098984340.0448","101753433088.65","130780426636.569","153981759374.224","163925532893.919","175455875047.046","206490026006.022","238814964113.08","224837629897.194","207673977008.605","201121649246.49","171744511014.032","169755968036.418","166426231397.051","136502381982.609","135054463289.29","139872397814.227","148344236746.561","142649239797.702","",
"Grenada","GRD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","697238793.509115","856654036.821285","880104720.772399","917804533.530638","1034020978.37868","1127812322.2377","1100113786.86415","1081150761.89968","1177212360.53421","1109244712.99094","1142763029.04047","1185265033.40757","992464216.174438","1014290595.2434","1041769525.51152","1105089791.91081","","",
"Guatemala","GTM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","876000000","914200000","984700000","1066900000","1078100000","1093900000","1138800000","1200800000","1278400000","1378800000","1493300000","1588000000","1682000000","2033600000","2469900000","2874800100","3396000000","4126500100","4674900000","5431499800","6216999900","7022000100","7149000200","7501000200","7851700200","8028608782.6087","5865935844.74886","5995680160","6598855343.51145","7044495276.98864","6397617258.90588","7891452365.3284","8820430936.44838","9663761685.06228","11175508537.3487","12545945220.8034","13637989476.622","15469832132.1965","16487631161.6414","15511121010.6563","16186704825.3298","15600664978.4949","17289320978.8153","18522654270.9265","20494655785.566","23871263731.5134","26531133270.197","29773478594.6073","34938409841.2698","32421927722.5054","35587915994.4402","40656639735.9159","43305246349.0605","45342957310.8645","49329587827.5265","52433759601.8185","55857828918.8016","60822625784.2377","62756225263.3259","65114385256.0188","",
"Guam","GUM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217000000","2105000000","2235000000","2425000000","2444000000","2536000000","2753000000","2813000000","2816000000","2905000000","3153000000","3146000000","3194000000","3181000000","3256000000","3387000000","3455000000","","",
"Guyana","GUY","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","116607361.60532","120807326.605612","117074024.38313","95199206.6732777","129323922.300647","138941176.470588","151176470.588235","152294117.647059","136550000","148350000","162850000","168150000","176809523.809524","198714285.714286","237272727.272727","234291666.666667","269480000","273080000","284760000","276800000","334120000","359107142.857143","320733333.333333","343500000","269921052.631579","271860441.860465","178116279.069767","186836744.897959","227800010","260110286.764706","287139243.037975","220599202.146691","205366956.834532","277452500.768049","380037808.387563","389580107.746479","409298985.042735","452413024.487188","463664565.935198","445118379.981798","471505079.756619","478415611.08003","475838699.289329","452141731.694573","463824734.314133","605513445.90369","","","","","","","","","","","","","","","",
"High income","HIC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","1379511119279.7","1530961022794.25","1771400154607.29","2118026357307.27","2379349147143.15","2719805843164.84","2947851147487.82","3340317146206.24","3975377829342.03","4600566021510.86","5155360584310.62","5215763084531.44","5278241223702.05","5507487680393.04","5682397171088.66","6008759372180.43","7273408580374.23","8416741750963.6","9410532927350.55","9837457917016.47","11050838523438.5","11680353950011.8","12645473567878.7","12832867223468.8","13757549865013.5","15134780500780.4","15342601309953.4","15131901960089.6","15307036630008.5","16157978090713.3","16517463774911.9","16551875820515.2","17294390858506.3","19299208801015.9","21321668447956.8","22501085750888.9","23639650832927.7","25707871737221.4","27389897560341.4","26157701516743.3","27144430988249","29146358628219","29188420206490.5","29481832495467.6","30093554060435.7","28634192309939.3","29381893045447.5","30635340388762.8","32391471719609.6","32665724281594.1","",
