"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Early-demographic dividend","EAR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","27102798854.3583","27145309598.696","29195035766.8265","29762898784.0691","36452819824.9379","42094550945.7139","40733609402.7959","42236163676.7695","45250841393.7216","52488494958.4938","58405747810.1572","63144389198.4326","69338776702.9733","86762075272.3673","139450814598.301","157963432290.74","188288423409.252","216396950819.384","234908479810.468","254216083204.052","333457081275.629","360566849284.54","324710482173.335","339946651013.428","321764678594.434","299772299820.985","296807432431.332","300195245488.482","335380229216.502","347473199611.012","415909629941.435","425591448777.157","480537353581.56","534593120532.394","567835443519.685","582216255367.72","637134845356.402","694991854409.406","690573046399.981","694379618908.714","740074838509.587","710455402383.8","703259836162.061","816147501117.221","1037830649029.12","1226744579335.79","1467246930552.94","1855177793853.14","2078450688362.31","1996855922597.67","2480675572453.23","2787676695612.24","2900018858983.67","2841765290220.66","2966474580364.49","2854882912900.61","2876444625204.08","3154720211851.6","3216961067934.29","3219310546360.57","",
"East Asia & Pacific","EAS","Gross capital formation (current US$)","NE.GDI.TOTL.CD","87746645448.7276","57246956079.6289","43919922773.7276","59239156959.1895","71155672681.0196","88302570232.9587","102370102925.469","90836680160.8063","96908981639.5248","111522969875.827","145645385445.049","154643142313.364","188705248742.874","263931921893.536","303639804061.693","303514554207.082","323265254229.063","380555028059.316","489930939013.647","556090345555.841","588567186684.472","631925668007.816","602576673071.99","623352876138.54","666668596091.501","713632868635.97","922858306280.704","1101289633889.56","1419117142377.73","1507068141090.18","1597419323984.8","1791990880351.47","1894528708334.45","2063914176744.28","2260107547722.98","2613478841757.13","2565523681462.61","2381134239611.31","1986545206420.01","2140470594207.75","2347832878254.15","2149146723683.8","2118476050364.45","2400673762346.98","2781462790964.66","3001790388901.97","3227854508878.4","3690001162792.31","4448036660762.18","4527078690182.45","5510575158855.49","6565906114117.66","7153637232533.15","7483868638968.42","7798258150346.11","7578724584108.47","7702605666035.62","8396989159504.09","9360585868503.69","9419656772481.28","",
"Europe & Central Asia (excluding high income)","ECA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","231107041979.182","259005377005.264","251748527210.007","279147004879.144","252819218414.996","213202941902.691","169125972982.996","180087276236.364","168581252702.344","170395661728.14","139026194327.105","109459427656.075","139970091365.386","138380155828.054","158693857015.549","210010510368.06","293813825881.64","378123947789.822","491365876971.241","673349248763.606","852286593314.146","528536382128.716","716412005286.482","950946878702.348","997291081316.975","1038440995846.08","940071840228.971","718458306252.484","695676504139.943","805766881658.351","780100777695.594","772205310991.694","",
"Europe & Central Asia","ECS","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","299113379865.291","326785813565.879","384324349347.509","507605297193.103","577672000668.138","597123197459.463","646603718890.034","708949494773.899","837778731068.469","1053237735529.32","1202427669750.68","972390371425.115","924709949375.697","877948745615.041","849338935180.191","875807305211.865","1201714936487.9","1501765628463.5","1759347549441.67","1861743553606.51","2234933818779.86","2243298733140.15","2303425416095.38","1952525701020.19","2063035308846.39","2404487487585.7","2391956459697.65","2258918591243.44","2370326153405.67","2351296702990.11","2269977205411.35","2247112678144.56","2375776958568.31","2889269908071.37","3403987475640.7","3680649559770.15","4169681558833.69","5068040930481.82","5515693956153.16","4152561456753.46","4437235615879.83","5105868076392.56","4693519951390.86","4831338951053.71","4939183598458.14","4297666217678.13","4331961081681.38","4722695860854.21","5059435942866.15","5030242817984.56","",
"Ecuador","ECU","Gross capital formation (current US$)","NE.GDI.TOTL.CD","525942053.066097","445918290.372193","360296801.479957","436388473.226038","552894083.445889","581601796.637236","543738646.557614","584878367.294146","474029230.652005","699740427.571361","559903395.291567","616913723.762623","740854135.838556","798798912.246575","1626268568.1008","1590780556.5676","1914373674.16445","2700317424.16045","3171773421.30724","3229846259.10276","4537413054.32172","5632926199.50299","4337696318.10705","3544738205.70629","3176480677.7777","3250028933.86974","3609367186.2544","3543198467.61744","3407861592.533","3763013838.31353","3668399483.97664","3745199599.7999","4101973986.9935","3991794897.44872","4833829914.95748","4843761880.94047","4676422211.10555","5719415707.85393","6714440220.11005","3856065032.51626","3899913956.97849","5468473000","6766779000","6353452000","7391152000","8980930000","10511652000","11581228000","16297620000","16029588000","19501456000","22310355000","24439362000","27080615000","28803239000","26679423000","24963472000","27409223000","28770433000","26810431000","",
"Egypt, Arab Rep.","EGY","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","835517693.315858","865314051.370602","788589119.85847","771962616.82243","701210653.753027","1174328058.27681","1107625605.71283","1046535677.35264","1332743810.00505","1743195512.15458","3017974572.5559","2880039721.94638","3455007893.35204","4236203759.85446","5800285714.28572","5959224748.69325","7105405405.40541","8006157635.46798","9545983701.97905","10320361212.6424","11621819704.743","12160898035.5472","10526315789.4737","11584327086.8825","12598099442.3792","12427097711.9785","8873379860.41874","8154545180.99479","9243697478.9916","10705812574.14","12120318490.1209","12264150943.3962","13775811209.4395","18240850059.0319","19610734296.6676","19521503008.9535","17654986522.9111","15325842696.6292","13557692307.6923","13344155844.1558","16106489184.6922","20121739130.4348","27197898423.8179","36454545454.5455","36297640653.3575","42704174228.6751","40361445783.1325","44733333333.3333","40992248062.0155","41692969870.8752","47061994609.1644","50000000000","36005434782.6087","41592571750.1407","53530751708.4283","",
"Euro area","EMU","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","191208543196.389","208770948160.103","247090114630.007","328005083494.827","371111027714.1","380362963470.495","413839704490.852","457336115066.652","546699907987.021","684623469023.857","786525049027.932","622822459807.541","587727361961.17","554010630369.728","530129228052.592","538915907987.395","753890349272.459","936345758233.806","1080572379098.85","1140546091416.7","1450113609247.52","1488890208142.86","1577807262503.03","1330933260428.96","1429192004614.22","1680111031156.39","1650504275801.46","1519778212814.83","1617153900950.41","1635364915106.62","1530560815609.1","1516402075723.79","1580366892668.61","1946383735955.54","2250742535426.7","2361589124532.27","2613479276875.04","3101319689041.79","3330210041342.03","2630103238158.23","2649055735573.81","2934882872660.12","2530252448800.99","2587830978382.15","2692670347818.9","2374413462839.97","2474153076081.77","2694501221581.04","2963275570427.2","2962748719093.41","",
"Eritrea","ERI","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37265725.5689132","79515030.9798822","133652597.402597","130265625","191341419.289883","214739093.598522","240706977.818226","313556889.826558","155378670.12987","265289809.45223","215506677.078706","230998205.780413","224726745.240254","223413673.956754","165700468.292683","167034491.056911","175470861.788618","172000487.804878","196867869.918699","260733665.04065","","","","","","","","","",
"Spain","ESP","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","11625084383.1709","12154380838.3234","16150315816.7228","22567975442.6042","30977167580.0404","34557182608.6957","33677162397.4136","34920376779.8467","38819118923.6111","50567850768.468","56730194940.8215","46051295728.9602","44262068756.6258","37145003480.2784","35446399296.212","37640123287.6712","54608100273.2565","73823410591.5645","95351232681.0456","110639603654.252","143991625857.003","150161197758.207","151835611896.636","112699487514.708","114874426779.282","138402722177.742","142825430185.21","133422727272.727","148160151464.528","162086085659.493","159010503040.354","165974049217.002","188228872576.699","249041760722.348","301831388130.122","338918045019.276","384922845314.264","448149466192.171","462450563937.308","346190608502.362","316864577889.69","304211304361.864","244239448525.5","233230908198.131","245149880452.97","227028187716.766","231055180868.447","254779255091.765","291069858031.372","289463643474.509","",
"Estonia","EST","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1042593278.64514","1105491787.05719","1189285601.88828","1315342697.35986","1583605725.87917","1794399822.00467","1491259582.62351","1619316318.06874","1850229164.80172","2427036827.72911","3475379403.79404","4209349068.32298","4705633627.65825","6780590891.98344","8981428962.49658","7700499487.32972","4124859683.24535","4237437869.50152","5953104503.67093","6759165166.52623","6828974702.77802","7207891008.47951","5720609697.71862","6042680014.42082","7203383779.73531","8193516712.92705","8714984797.15293","",
"Ethiopia","ETH","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10259286600.4963","16067394957.9832","16239043211.5729","21129157230.3305","26269304748.3031","27748875906.737","31435952118.5703","29265747925.939","33822600537.5309","",
"European Union","EUU","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","217921498604.47","236521275697.153","279669374923.389","369136459074.036","418843248916.82","434378989256.134","472991404849.574","517213934596.604","611477797000.53","766227960675.405","877798118275.111","696056235820.361","655397675324.006","616877256384.918","595797435706.358","610384288401.268","849652152506.459","1054801482688.9","1212176816827.41","1282913897449.79","1618772650294.09","1637929015293.54","1727458749067.87","1449803880385.62","1564715211039.28","1849351870855.25","1832465364370.87","1698409686662.28","1810368854693.2","1821544792087.04","1717033608896.19","1700237321364.51","1776906289454.83","2184891006879.04","2540433781245.67","2680829492230.94","2991857374116.25","3595080419233.92","3899562161373.35","3033699928692.04","3077703974222.61","3424727023247.71","2973201214289.42","3040852499339.63","3172555323413.31","2805837481246.67","2906256069349.72","3175533681584.86","3506196912218.16","3492996931757.52","",
"Fragile and conflict affected situations","FCS","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","240318756432.853","211546866824.603","127747571479.052","86638729442.4239","75974013334.9447","73281805804.5856","67854630889.628","64549469273.5977","50823587705.8851","59667353930.8979","60661796486.9592","61175962170.0863","51223379688.7045","51050679078.9462","59162033285.5571","62507443614.1001","76895651880.2198","83154776059.3551","81515966099.8333","88632828378.9712","92585102415.3803","81064312041.6165","85797297471.218","107782284646.277","136813666512.027","188660849544.53","219968798383.726","276666555799.66","270193747106.927","300417943393.298","307875168970.064","346170729522.159","410094548728.687","446670117599.909","","","","","","",
"Finland","FIN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","3614474801.812","4001847115.65786","4336854029.25151","6016438462.73533","9201403812.82496","10659903022.4665","9308925988.61363","9375893463.1843","8845327075.81227","12350737292.0165","16762830729.9968","14893910168.0904","15138768965.0919","14473740392.8266","14401464186.7827","15056600153.4919","19160215810.4621","24551602867.5774","31741293532.3383","38083691284.4672","42627896128.1294","30783708278.1944","23713830634.4571","16579577391.4854","20413204325.5549","27303921568.6274","26743463629.3036","27609666704.8448","30848909657.3209","30296185808.6512","29999078680.6707","29996420581.6555","30815923207.2276","38068848758.465","45080705239.6325","50391742320.6069","52049930999.8745","65425677525.3216","71841218690.4936","54217838288.4135","55025862884.7297","66180096358.7127","60419358343.2221","60590113086.1523","60172682087.4026","50903947005.0322","56001142471.9549","61388004810.5883","69874716436.0784","65108637490.196","",
"Fiji","FJI","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","382910757.94621","423785396.676808","305150150.15015","237479842.674533","222808978.385369","217840672.676838","235259952.334716","188483800.948629","142697336.22317","158849861.794647","190990613.815923","217499322.309569","195536260.81171","261329614.736023","246209275.322724","270241058.095712","355554763.771111","383493800.651105","466901550.231528","442525893.582453","290707507.281781","267767723.798647","363907814.714893","509389176.073425","521811886.901327","627103655.94521","573701881.227728","527450448.418398","825240208.947732","545957162.937511","588470053.517635","792596660.718269","686055261.187776","1157888810.40894","860339356.608721","922890921.286299","944200657.577195","1063364546.13592","983627506.542953","","",
"France","FRA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","15915766344.3773","17045109477.5872","19641270044.9896","22043449321.2759","25839370887.8413","27599817536.6684","30775264699.4584","33290378289.0658","35705843955.1546","40313170873.8661","41853076650.5256","45458742748.9049","56271781534.4603","74636122569.2398","83143753409.7109","89824078323.3899","98512701447.6919","104966568601.23","123197674418.605","152613320999.075","180568146538.342","144768859384.43","139188541770.636","121773818745.159","112660061547.699","117091546211.126","167848281087.224","207974462512.278","237826230591.345","248802179724.45","309802433441.754","299576793396.117","307762081784.387","258523280055.594","283220699432.892","328434748324.353","315069880753.943","282615194425.714","310850567044.696","318887705092.691","306343283582.09","305091722595.078","318515904385.47","389926636568.849","463127638440.526","493087924387.514","538788106887.467","642110594032.302","704202431521.898","573909419283.134","579954874005.826","664444997936.577","607259264552.648","626510319960.073","647722026205.553","553773678565.9","558742668711.582","608204529875.295","665511561591.372","655982956407.842","",
"Faroe Islands","FRO","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229972540.592168","256873369.456151","315200851.15859","288292401.595617","290777356.960999","441595701.079284","323763582.647594","345695275.892544","525005044.729939","741921854.620938","525077970.224201","380327930.011752","427712878.505005","394657924.637249","612222701.769529","582233855.029112","639429844.097996","541194131.898512","581918386.143173","658150206.727347","893564121.242834","","",
"Micronesia, Fed. Sts.","FSM","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","40200000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","103472052.841524","122023614.06183","207120149.983344","271435334.686294","799319771.769086","1352228445.13149","2211755207.37463","1631392507.86755","836672266.362676","997547761.234129","1178533339.44812","1403959668.33976","1266865729.36677","1193231505.86595","1174029463.71093","1402519353.46935","1578084561.62802","865119366.583606","1436973512.87341","1101225267.69347","1290288041.42986","1430046570.64397","1254100049.56708","982941200.177338","916431389.359636","1155568124.22919","1414908757.7343","1638598851.85004","1773534754.02567","1220238888.44405","1109966722.2069","1142565270.2077","1339576969.27203","1474236477.00438","1670290401.98127","2047316837.43682","2483291400.72768","3098743360.5281","3906835686.7713","3389548034.26967","4268819881.91861","4851661396.97816","4630213420.73342","5134543281.26607","6396701163.91191","4204319929.39247","3783962775.57958","3179773354.89283","3672762958.26871","3750683934.59075","",
"United Kingdom","GBR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","31597091432.6854","34959449987.8316","39067312687.3127","51903174914.2577","56688581112.6695","57375161504.4248","60096336028.7511","66322550148.2644","82613946308.7248","108635307073.274","120179914013.479","103768673633.441","102908204053.11","102311015613.158","101526592178.771","106734305698.152","129738438874.23","167711890831.835","229357136250.445","239467568717.277","251042443181.818","223876079365.079","222133524043.524","195031123275.345","220975765228.038","248848035347.956","265432137285.491","277295350360.183","300538257701.226","306207733376.476","305898017854.441","301355980998.992","328099520383.693","366791836734.694","426279751006.957","452756363636.364","493790248390.064","575110044017.607","510580882352.941","360344290387.911","398229643402.673","416346736376.73","428427912578.106","454137725797.969","524221604328.369","509966092111.638","468825064211.452","467246828878.442","491945081731.869","489956469310.473","",
"Georgia","GEO","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2377740572.78002","1788079470.19868","863220380.905268","162068573.556036","66531341.6947739","108635584.465711","606475210.837209","626187591.522158","981803808.69946","740690863.266638","812717164.492024","976398359.86493","967822653.367947","1161299342.87179","1588219949.91653","2136702157.00337","2303077960.00899","3403292427.41694","3542929970.48565","1505836575.87549","2512876620.09763","3354343314.55677","4266517289.40834","3608272213.53854","4478337203.37543","3932049530.69228","4565555414.71247","4432715680.41442","4949567893.92684","4756573577.94259","",
"Ghana","GHA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","296953703.236795","261935577.855098","236722527.580276","288549353.145188","337574728.679565","366989954.00019","273141377.977241","180062545.596483","185321189.075659","231406352.49659","313771325.419105","341295608.405347","150074099.086424","222535211.267606","377639751.552795","357446808.510638","","","","","","","","152138444.617759","303424657.534247","431069566.841788","536222497.806984","529510204.081633","587147621.742594","693706292.959972","850632252.2379","1047464673.91304","820979405.034325","1325115562.4037","1304393305.43933","1294412010.00834","1470216513.76147","1709472656.25","1728806228.3737","1621105776.44411","1195856120.38906","1413735306.43585","1214767036.85008","1750639593.90863","2520310950.52807","3116185815.28944","4692027865.80702","3819650975.76667","4729681174.56999","4280171245.5516","4217905104.8951","5039107260.29199","7002740917.31054","16532626829.5145","15807957743.5614","14593385209.713","15321518210.6502","13169705780.9447","16094592393.0822","17708558362.4027","",
"Gibraltar","GIB","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","287044632.158885","332015805.733802","407400281.106376","417894386.763605","536189048.773099","548788964.053588","576407982.261641","582312925.170068","630964570.960475","804900341.839823","804081920.119522","794925128.731854","689263542.829921","686974177.480288","613233949.349408","466231121.87931","428903538.123813","744982962.382628","753543568.824946","573752030.309632","1036580257.51882","1471204730.31756","1825847653.52563","1431144986.76049","1392994696.06647","1632051618.38155","1987535950.06405","1967998342.24058","2002947166.66333","2124975239.07735","4527476239.89941","2299346691.89392","2064438171.36804","2408918008.99662","",
"Gambia, The","GMB","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","3615724.92579941","4290252.27483245","4359045.74473192","4535448.56717707","3603177.65084241","3116957.07193614","4275371.00884425","6105263.15789474","5706762.5226489","9842367.25663717","13183897.2008806","18336938.5085041","39750875.0059932","60248887.9474688","64357640.9064497","55421565.6717918","48525879.0128849","40305465.0193284","32476772.4114841","34053262.7956547","30815884.4765343","37784123.0351691","43616957.8438972","57861714.7528878","70846554.1312349","140394373.132107","177059140.93326","39849304.397437","34976820.6391283","54262900.3698543","57503694.9332462","41589253.151899","41042910.4302318","38740484.9452835","35720494.8543902","76802399.4084349","42085913.1028527","48893272.1123009","137728479.092644","142150241.116485","165397620.583132","160814363.938987","164335538.292388","186943597.90425","214158217.906611","181796581.979872","295413238.72794","202373167.285915","204737342.151295","280456418.122533","369956320.249006","345523213.377703","348809710.125063","411304661.173533","",
"Guinea-Bissau","GNB","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","23283804.9864128","21991357.1412863","19954257.1414318","18670169.4915254","16609375","16781019.0769096","18272627.394698","22741877.0321633","26612680.1152738","25885186.305693","31183313.276238","39836818.1818182","46776242.3017157","37069821.1234139","52240551.0968719","50493746.875789","30967041.2535589","61215540.9134251","73514921.5108338","83087268.146981","73007624.4171921","79689292.0657425","109528327.002614","73095426.230544","51296142.5951116","56637302.4513459","62337371.7482655","64450238.4397743","23468018.9127315","34901788.8770667","43461916.2182786","40143976.4215535","30982313.440194","43366582.6058196","46952163.5080347","64727835.535669","59181632.7530657","87253100.6487842","111002574.663677","89671349.84246","91661397.4736572","109266885.249102","66271663.0859319","75573590.2600448","120435525.105148","84755162.9982966","92234661.8054234","121529180.3229","158915819.435355","151359165.470524","",
"Equatorial Guinea","GNQ","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3243950156.60663","2673043532.47461","3867386599.6977","5439466661.069","5919873151.76234","6208672977.8415","6844873385.30024","9212388526.00585","6652262929.55086","6248709639.3309","3257009291.25726","1877062923.46883","1711997812.13237","2146354329.35485","1456323571.32739","",
"Greece","GRC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","714661760.492592","1104729627.72056","1221183207.07901","1600108549.76704","2117890647.55519","2679134270.21554","2700018836.85324","2740685076.00752","3237445171.33031","4269900591.20164","4790511363.63636","5547488636.36364","7049193181.81818","10790345224.3959","9697613636.36364","10388490967.0563","11903610074.6269","12207317298.7974","14512801484.2301","17484691812.3275","17397761790.5675","13097195571.9557","16269051020.4082","14157910216.7183","14312500000","14989005674.8088","17101964459.591","15153228485.1535","20279533989.9111","21263738984.4734","26975621238.1771","29865980557.1135","29532420450.4827","26312174494.6492","26572564606.7416","30758748345.3449","34064330407.701","32125826781.4801","36360514239.5941","34423169614.3192","33607959277.6856","34989377181.2081","38072704686.6177","55276537246.0497","60869123416.9357","54758255192.1403","71477785723.2468","86411987407.6102","86882923685.3669","60515106974.1595","51035883225.8225","43470873178.5956","31453592777.2768","27826505345.9176","28232640601.4387","20085760548.5711","22400920466.3472","25467947035.3447","28602088778.6972","26321002952.8705","",
"Grenada","GRD","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","301713799.960532","297374438.750814","446880888.459037","465813546.781462","686150963.499091","1007100684.56876","814956443.880692","1310485233.19287","1718293069.08563","983116098.403107","808040881.007069","642244988.864143","600529139.850473","663160865.754564","654545729.906556","727662876.508409","","",
"Guatemala","GTM","Gross capital formation (current US$)","NE.GDI.TOTL.CD","107500000","96000000","100400000","133300000","166500000","177200000","149600000","188100000","243900000","195700000","244200000","285500000","254800000","351600000","588000000","586800000","934400000","1098200000","1312400000","1293900000","1250000000","1466000100","1232999900","1002000000","1095900000","1117739130.43478","747260273.972603","985480000","1074236641.22137","1136718750","1040617058.27277","1344628049.87174","1913317603.37292","1966066614.61476","2035940064.68215","2206387068.46109","1988632239.95272","2434483566.13949","3373945952.70862","3178976019.93149","3440237054.3075","3676815819.61164","4270367055.75514","4449368849.87848","4995934071.60385","5370405467.71637","6295397982.26922","7106172181.46039","6419196256.61376","4925350972.84846","5761488619.7225","7257442302.25807","7535378165.84967","8396044076.46879","8719029112.02504","9221064195.01489","9156346715.08836","9752816600.66141","10147836897.5423","11134817999.922","",
"Guam","GUM","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Gross capital formation (current US$)","NE.GDI.TOTL.CD","48124598.9616753","44566295.2808727","32433063.0578079","29691419.238173","31266406.1132824","47411764.7058824","54588235.2941177","64588235.2941177","51150000","51900000","60950000","52550000","56619047.6190476","83571428.5714286","114590909.090909","163583333.333333","170200000","130800000","104000000","164400000","197600000","178928571.428571","120333333.333333","104666666.666667","120000000","162325581.395349","202558139.534884","110306112.244898","87500000","84448525.7352941","123468346.835443","138587738.81932","193329055.155875","183584748.847926","147241722.342733","206558395.774648","224722649.57265","238884693.927711","207515291.757187","173674537.354352","169443794.332073","153617000.888316","151474640.862245","155687646.322461","185496259.596838","204444777.485929","","","","","","","","","","","","","","","",
"High income","HIC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","629891833371.699","690721380126.416","809566809952.013","1027032540492.79","1167051172600.27","1154602842259.62","1312513365687.83","1492995808737.12","1820089236329.71","2149896451884.14","2325496248518.75","2295066252225.92","2161427798284.62","2211492746167.78","2430719729769.88","2494720639712.67","3031666655342.97","3550218124403.84","4143538729448.13","4384342673618.13","4841322327946.24","4959998004343.86","5180041754484.24","5087911958246.27","5538767987303.96","6223409656814.29","6248080230704.85","6139998483224.56","6123692487920.45","6445386665721.62","6685977940226.9","6305004189276.34","6344623635743.92","7100255150545.98","8070774911078.47","8717362691474.18","9411881750507.45","10346604852577.5","10751878256328.6","8770192317185.37","9540126865298.14","10525126256993","10509618841014.8","10633651119634.6","11048871124915.1","10584509336939.5","10665179441223.8","11319888752178.7","12141459740568.9","12275297072895.3","",
"Hong Kong SAR, China","HKG","Gross capital formation (current US$)","NE.GDI.TOTL.CD","365711236.497272","331860870.856379","458628753.851294","648130962.545009","799769850.402762","849738219.895288","688272519.656212","541452805.567638","451430543.458612","521694893.002494","775582715.115227","1089600563.67327","1337256709.32747","1837559506.4607","2270450751.25209","2305681633.97633","3268227042.89675","4169026169.02617","5261865619.06185","7351430227.67705","10059283374.5303","10850553736.6039","10004942420.7977","7976105268.95337","8182783320.54234","7675463367.04831","9625030435.84125","13196209430.2604","16928260312.5801","18245618533.5709","20901820329.1484","23949197035.2069","29380668165.2585","32796292466.0013","42616841778.3759","49602497479.2523","50790633929.3795","60654990248.1239","48983512581.8238","41408056719.3039","47350215627.8879","43182925578.2941","38561335572.9654","36117275389.12","37806368772.4705","38238334640.5565","43129843713.7928","45273540646.5506","46139107207.0684","46762429371.2428","54622612366.7817","59999100719.4245","66235495848.5896","66251031459.5152","69432816187.5653","66645811295.4411","69008283627.2754","75315659805.9847","79563947183.7724","69007133832.7442","",
"Honduras","HND","Gross capital formation (current US$)","NE.GDI.TOTL.CD","46650000","43400000","57750000","65450000","66800000","74350000","88200000","117550000","119650000","129400000","151000000","125000000","128000000","174000000","271000000","213000000","259000000","385000000","754098062.79386","870116115.71243","900848310.250795","780940217.34644","551579059.456425","568124354.114675","784648678.7018","838158726.50779","720865755.430305","988005721.717895","1135837227.1705","953122564.116735","1037012272.75422","1050542836.72203","1176539987.99542","1515513374.56454","1601320901.91228","1546829833.15954","1488062829.39189","1691690844.10646","1804779062.0384","2038766041.81185","2009470971.00764","1989377649.12643","1906285171.95856","2080714594.43884","2631130661.13116","2695183275.54255","3094224988.35683","4161454557.00155","5006570107.59741","3004943080.48118","3465623362.67075","4604680421.41766","4551404456.93306","4025602098.87097","4382747579.47701","5269699068.58903","5076956426.53821","5742573582.94553","6221569111.43929","5594128567.6398","",
"Heavily indebted poor countries (HIPC)","HPC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","17270257297.5208","16566454936.815","17439799710.2025","19989363007.6317","23716251786.4565","20517333265.2335","19164398000.0579","21811180314.89","23351781077.7994","21908577516.9627","23939106334.4601","24350130471.412","25315221528.5934","27562772123.4114","27759414344.7863","31280571656.8609","32589299223.6501","33727395732.6683","32501862057.0301","34438632135.0956","41854936664.043","49918268366.0908","59322278331.3921","69901014950.2481","86547798219.0407","107491989323.146","103283118925.716","118629501070.641","130280239586.206","146122281320.501","174191607909.993","186304038545.998","183684972547.795","182265594735.285","188683809400.374","195513674113.428","203802891194.022","",
"Croatia","HRV","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3882481553.51963","4896848500.79025","6117561191.80479","5592053888.08373","5012073316.41592","4372477078.93859","4942449842.11223","6629248223.82059","9755801480.37828","11186835825.5603","12249966443.9092","14718192451.2483","17458492691.1374","21586080738.7857","15747435866.1063","12648904805.2512","12470330868.8811","10641994089.9208","11284351237.3755","10920562240.1182","10205644794.5512","10847525332.4442","12203773003.5325","14389951454.9236","13770954968.6171","",
"Haiti","HTI","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","461637800","515231000","616783000","846431728.219515","499280198.926842","259899283.959227","221103891.699787","733981709.170282","817896232.765713","819000160.745861","968380731.694341","1150503517.72658","567052906.520432","509603342.132099","589304295.004117","845963287.240512","694425105.020046","690074717.832957","1096370750.76118","851311720.918294","1316343529.34413","1462026869.04689","2963431465.45736","2731415511.50283","2400321466.53775","2204637616.43397","2151725001.00843","2108913872.53357","1619551647.25954","1796380787.3368","2239213590.3778","2360713778.36942","",
